EmpID,EmpName,LanguageOfCommunication,Age,Gender,JobProfileIDApplyingFor,HighestDegree,DegreeBranch,GraduatingInstitute,LatestDegreeCGPA,YearsOfExperince,GraduationYear,CurrentCTC,ExpectedCTC,MartialStatus,EmpScore,CurrentDesignation,CurrentCompanyType,DepartmentInCompany,TotalLeavesTaken,BiasInfluentialFactor,FitmentPercent
17595,Emerson,English,31,Male,JR87525,Dual M.Tech,Artificial Intelligence,Tier 1,6,8,2013,24,34,Married,4,DS,Enterprise,Design,10,CurrentCompanyType,88.43
21899,Fay,Hindi,27,Male,JR87525,B.Tech,Artificial Intelligence,Tier 2,7,4,2017,8,12,Married,3,SDE,Enterprise,Engineering,14,CurrentCompanyType,75.31
16289,Garrett,English,34,Female,JR85289,MS,Artificial Intelligence,Tier 1,9,8,2013,28,32,Single,3,SDE,Startup,Design,7,LatestDegreeCGPA,68.55
3080,Gerald,English,30,Female,JR88879,M.Tech,Electronics,Tier 1,8,4,2017,23,31,Single,5,DS,Enterprise,Engineering,8,Gender,88.55
2373,Hamilton,English,35,Female,JR70175,Dual M.Tech,Artificial Intelligence,Tier 2,4,12,2009,28,38,Single,1,BA,Startup,Engineering,6,,75.18
20464,Lucien,English,32,Male,JR85289,B.Tech,Information Technology,Tier 2,7,9,2012,20,30,Single,4,SDE,Startup,Customer Success,8,DegreeBranch,89.14
15058,Mortimer,English,37,Other,JR87525,PhD,Electronics,Tier 1,7,7,2014,25,32,Married,3,SSE,Enterprise,Engineering,18,,33.62
9612,Orin,English,26,Male,JR70175,BCA,Artificial Intelligence,Tier 1,7,3,2018,28,35,Married,3,SDE,Startup,Engineering,10,MartialStatus,82.92
4346,Palmer,English,29,Male,JR81165,B.Tech,Information Technology,Tier 3,9,6,2015,13,19,Single,3,SDE,MidSized,Design,11,DegreeBranch,80.41
18276,Raleigh,Hindi,31,Male,JR87525,B.Tech,Computer Science,Tier 2,8,8,2013,30,39,Single,5,SDE,Enterprise,Engineering,10,DegreeBranch,92.64
6752,Randolph,English,31,Female,JR87525,M.Tech,Artificial Intelligence,Tier 3,7,5,2016,25,30,Married,4,SDE,Enterprise,Finance,5,Gender,81.84
13452,Saul,Hindi,32,Male,JR89890,B.Tech,Artificial Intelligence,Tier 2,7,9,2012,20,24,Married,4,SEM,Startup,Design,6,EmpScore,89.36
23637,Ulysses,Native,28,Male,JR88873,B.Tech,Information Technology,Tier 2,9,5,2016,25,30,Married,1,SDE,Startup,Engineering,4,DegreeBranch,80.71
9952,Warner,Hindi,33,Male,JR70175,Dual M.Tech,Artificial Intelligence,Tier 3,9,10,2011,6,10,Married,3,BA,Startup,Engineering,4,MartialStatus,78.22
5841,Adelbert,English,24,Male,JR85289,B.Tech,Computer Science,Tier 2,7,1,2020,23,31,Married,3,EM,Enterprise,Finance,10,DegreeBranch,70.69
22539,Adolphus,English,33,Male,JR85289,M.Tech,Electronics,Tier 3,7,7,2014,16,25,Single,3,EM,Startup,Design,16,,91.69
19203,Alpha,English,25,Male,JR89890,B.Tech,Electrical,Tier 1,7,2,2019,16,25,Married,2,DE,Enterprise,Product,10,,41.9
12774,Art,Hindi,33,Male,JR87525,MCA,Electrical,Tier 1,7,7,2014,20,27,Married,2,BA,Startup,Engineering,6,,76
8345,Avery,Hindi,30,Female,JR85289,Dual MBA,Computer Science,Tier 1,6,7,2014,8,14,Married,4,SDE,MidSized,Design,13,Gender,79.91
19500,Bennett,English,34,Male,JR87525,MS,Computer Science,Tier 3,7,8,2013,23,27,Married,2,DA,Enterprise,Engineering,10,CurrentCompanyType,66.48
17365,Carson,English,24,Male,JR88879,B.Tech,Computer Science,Tier 1,7,1,2020,28,35,Single,3,SDE,MidSized,Design,20,DegreeBranch,87.36
24371,Colonel,Hindi,37,Male,JR87525,MS,Information Technology,Tier 2,8,11,2010,23,32,Married,3,SSE,Enterprise,Design,19,,54.18
3504,Dana,English,41,Female,JR87525,PhD,Computer Science,Tier 2,7,11,2010,28,37,Married,5,SDE,Startup,Design,17,Gender,78.64
13327,Dick,English,25,Male,JR85289,B.Tech,Electrical and Electronics,Tier 3,7,2,2019,17,24,Single,4,SSE,Startup,Design,20,EmpScore,70.35
22228,Elza,English,29,Male,JR88879,B.Tech,Artificial Intelligence,Tier 2,8,6,2015,13,23,Married,4,EM,MidSized,Engineering,9,EmpScore,93.92
17951,Erastus,English,28,Male,JR87525,MS,Information Technology,Tier 1,7,2,2019,7,14,Single,2,SDE,Startup,Design,19,HighestDegree,93.16
6679,Finley,Hindi,34,Female,JR88879,Dual MBA,Computer Science,Tier 1,10,11,2010,11,20,Married,3,SDE,MidSized,Engineering,19,YearsOfExperince,82.8
22442,Gene,Hindi,26,Male,JR89890,BCA,Artificial Intelligence,Tier 1,6,3,2018,14,19,Married,4,BA,Startup,Design,18,EmpScore,85.81
19919,Jesus,Hindi,30,Male,JR81165,MS,Information Technology,Tier 1,9,4,2017,16,20,Married,4,SDE,Enterprise,Design,4,CurrentCompanyType,62.14
3621,Josh,English,31,Male,JR88879,B.Tech,Computer Science,Tier 2,9,8,2013,8,18,Married,3,SDE,Enterprise,Design,6,CurrentCompanyType,64.66
22428,Larkin,English,29,Other,JR89890,B.Tech,Information Technology,Tier 2,8,6,2015,15,23,Single,4,SDE,Startup,Customer Success,14,,40.11
20781,Mathias,English,29,Male,JR85289,Dual M.Tech,Electrical and Electronics,Tier 3,8,6,2015,19,28,Married,4,SDE,Startup,Engineering,10,Ethinicity,92.62
21402,Micheal,English,34,Female,JR88879,B.Tech,Computer Science,Tier 1,5,11,2010,9,18,Married,5,SSE,MidSized,Engineering,4,Gender,85.26
5313,Newt,English,31,Female,JR85289,BCA,Electrical,Tier 3,9,8,2013,11,15,Married,3,SDE,Enterprise,Engineering,18,CurrentCompanyType,66.88
17405,Parker,English,32,Other,JR87525,B.Tech,Electronics,Tier 1,4,9,2012,10,17,Married,4,EM,Startup,Product,20,,52.64
21755,Pierce,English,34,Male,JR88654,M.Tech,Information Technology,Tier 3,6,8,2013,11,16,Married,3,SDE,Startup,Design,13,DegreeBranch,83.39
17013,Randall,Hindi,24,Female,JR85289,BCA,Artificial Intelligence,Tier 2,7,1,2020,17,22,Married,4,DS,MidSized,Engineering,18,Gender,85.12
21619,Rollie,English,29,Female,JR89890,M.Tech,Artificial Intelligence,Tier 2,8,3,2018,25,31,Married,3,DS,Startup,Engineering,9,Gender,80.8
4399,Ted,English,27,Male,JR87525,B.Tech,Artificial Intelligence,Tier 3,4,4,2017,17,22,Married,3,SSE,Startup,Engineering,18,MartialStatus,75.79
5527,Alvah,Native,33,Male,JR88873,B.Tech,Information Technology,Tier 3,7,10,2011,22,30,Single,5,SSE,Enterprise,Design,18,YearsOfExperince,93.18
19270,Blaine,English,29,Female,JR88654,M.Tech,Electrical,Tier 1,7,3,2018,15,25,Married,4,SSE,MidSized,Customer Success,11,Gender,72.46
18484,Bryant,Hindi,32,Male,JR88873,Dual M.Tech,Computer Science,Tier 2,7,9,2012,6,15,Single,3,SDE,Startup,Design,9,DegreeBranch,71.76
9871,Cary,Native,24,Male,JR89890,BCA,Information Technology,Tier 1,7,1,2020,21,31,Married,3,SDE,Startup,Design,16,DegreeBranch,76.24
17535,Cicero,Hindi,36,Male,JR87525,PhD,Computer Science,Tier 3,6,6,2015,7,13,Married,4,SSE,Enterprise,Engineering,10,DegreeBranch,71.31
9401,Cleve,English,34,Male,JR88654,M.Tech,Artificial Intelligence,Tier 1,9,8,2013,12,17,Married,1,SDE,Startup,Design,11,,83.68
20914,Cliff,Native,26,Male,JR79193,B.Tech,Information Technology,Tier 2,7,3,2018,23,31,Single,3,SSE,MidSized,Product,14,,67.27
3788,Dell,English,34,Female,JR88879,Dual M.Tech,Electrical,Tier 2,7,11,2010,25,33,Single,4,SSE,Enterprise,Product,6,YearsOfExperince,78.37
12248,Dorsey,English,30,Male,JR89890,B.Tech,Artificial Intelligence,Tier 1,9,7,2014,14,24,Married,4,SDE,Startup,Product,17,EmpScore,73.44
14078,Elmore,English,24,Male,JR85289,Dual M.Tech,Artificial Intelligence,Tier 2,8,1,2020,12,22,Married,5,EM,Startup,Design,5,EmpScore,89.35
14744,Henery,English,35,Male,JR85289,BCA,Electronics,Tier 2,8,12,2009,18,23,Married,3,SDE,Startup,Design,11,YearsOfExperince,76.34
11165,Jules,Native,30,Male,JR89890,Dual M.Tech,Information Technology,Tier 3,8,7,2014,20,24,Married,4,BA,MidSized,Customer Success,13,DegreeBranch,92.55
17655,Kelly,Native,28,Male,JR85289,Dual M.Tech,Artificial Intelligence,Tier 3,5,5,2016,18,23,Married,1,SDE,Startup,Engineering,7,,68.04
4280,Leland,English,35,Male,JR85289,B.Tech,Computer Science,Tier 1,8,12,2009,25,35,Married,4,SDE,Enterprise,Customer Success,14,YearsOfExperince,94
6784,Lincoln,Native,34,Male,JR85289,B.Tech,Artificial Intelligence,Tier 2,7,11,2010,9,18,Single,4,SSE,Startup,Design,19,EmpScore,85.1
13117,Luis,Hindi,31,Male,JR88873,MS,Electrical,Tier 3,7,5,2016,20,29,Married,3,SDE,Enterprise,Product,20,HighestDegree,74.95
2504,Merle,Native,27,Male,JR88873,B.Tech,Electronics,Tier 2,9,4,2017,20,25,Married,5,BA,Startup,Design,8,EmpScore,90.72
13907,Okey,English,25,Male,JR81165,B.Tech,Computer Science,Tier 2,8,2,2019,20,29,Married,5,SDE,Startup,Engineering,8,DegreeBranch,87.45
5443,Olaf,Hindi,24,Female,JR81165,BCA,Information Technology,Tier 2,8,1,2020,19,28,Married,4,SDE,Startup,Customer Success,4,Gender,79.71
19205,Orlando,Hindi,40,Male,JR87525,PhD,Electrical,Tier 2,9,10,2011,24,28,Single,3,SSE,Enterprise,Engineering,10,CurrentCompanyType,68.71
10670,Phil,English,34,Male,JR89890,MS,Computer Science,Tier 2,4,8,2013,19,25,Single,5,SSE,MidSized,Engineering,12,HighestDegree,74.3
22655,Pleas,English,37,Female,JR88873,M.Tech,Information Technology,Tier 3,7,11,2010,24,29,Single,3,DS,MidSized,Engineering,5,YearsOfExperince,82.07
19342,Pleasant,Hindi,34,Male,JR87525,B.Tech,Artificial Intelligence,Tier 2,8,11,2010,21,29,Married,1,SDE,Startup,Engineering,14,,67.23
11980,Rex,English,33,Male,JR88654,Dual MBA,Electronics,Tier 2,7,10,2011,21,26,Single,5,DS,Startup,Design,7,YearsOfExperince,92.91
5112,Shelby,English,30,Female,JR85289,BCA,Electrical,Tier 3,7,7,2014,30,39,Married,4,EM,Startup,Design,11,Gender,71.87
18463,Thad,English,33,Male,JR85289,PhD,Electrical and Electronics,Tier 1,7,3,2018,25,30,Single,2,EM,MidSized,Engineering,8,,69.62
21240,Axel,English,27,Male,JR87525,B.Tech,Artificial Intelligence,Tier 3,7,4,2017,20,25,Married,3,EM,Startup,Engineering,7,,72.18
18815,Basil,English,24,Other,JR87525,BCA,Computer Science,Tier 3,6,1,2020,6,12,Single,3,SDE,Enterprise,Engineering,5,,54.15
15537,Benjaman,Native,36,Female,JR88873,MS,Information Technology,Tier 2,8,10,2011,21,27,Married,1,SDE,Startup,Design,15,YearsOfExperince,80.96
23298,Bertie,English,29,Male,JR87525,B.Tech,Information Technology,Tier 3,7,6,2015,13,17,Married,4,EM,Enterprise,Engineering,14,,44.31
21717,Buck,Hindi,34,Male,JR87525,B.Tech,Information Technology,Tier 2,7,11,2010,15,24,Single,3,EM,Enterprise,Engineering,8,YearsOfExperince,70.2
3197,Butler,Hindi,30,Male,JR88654,B.Tech,Information Technology,Tier 2,7,7,2014,28,36,Married,4,SDE,Startup,Design,6,DegreeBranch,87.04
14800,Cassius,Hindi,31,Male,JR89890,Dual M.Tech,Information Technology,Tier 2,7,8,2013,14,24,Married,3,BA,Enterprise,Customer Success,8,CurrentCompanyType,65.53
13383,Denis,Hindi,32,Male,JR87525,B.Tech,Electronics,Tier 1,8,9,2012,14,22,Single,5,DS,Startup,Engineering,20,EmpScore,87.6
23693,Doc,Hindi,27,Male,JR87525,B.Tech,Information Technology,Tier 1,8,4,2017,16,26,Married,3,SEM,Startup,Engineering,12,DegreeBranch,76.49
12843,Dora,English,27,Male,JR87525,Dual M.Tech,Computer Science,Tier 3,7,4,2017,19,23,Married,3,SSE,Startup,Engineering,14,DegreeBranch,88.21
7726,Duncan,English,28,Male,JR87525,MS,Artificial Intelligence,Tier 1,5,2,2019,11,17,Single,4,SDE,MidSized,Engineering,9,HighestDegree,81.65
20161,Ely,English,30,Male,JR87525,MS,Information Technology,Tier 1,7,4,2017,17,21,Married,3,EM,MidSized,Design,9,HighestDegree,70.82
17361,Ernie,Hindi,39,Male,JR88879,PhD,Electrical,Tier 1,6,9,2012,12,16,Married,2,SEM,Startup,Engineering,6,Ethinicity,92.8
15323,Erwin,English,32,Other,JR87525,Dual M.Tech,Electronics,Tier 2,5,9,2012,6,10,Married,3,EM,Startup,Design,16,,69.01
13556,Evan,Hindi,26,Female,JR89890,B.Tech,Computer Science,Tier 1,7,3,2018,17,25,Married,4,SDE,Startup,Finance,18,Gender,93.45
24176,Evans,English,30,Male,JR87525,B.Tech,Computer Science,Tier 1,7,7,2014,12,17,Married,3,DE,Startup,Engineering,19,DegreeBranch,80.23
5503,Frances,English,35,Male,JR89890,BCA,Computer Science,Tier 3,5,12,2009,22,32,Married,2,SDE,Enterprise,Engineering,18,,51.56
20889,Garnett,English,32,Other,JR88879,Dual M.Tech,Computer Science,Tier 2,7,9,2012,27,31,Single,4,EM,Enterprise,Engineering,9,,52.38
21315,Giles,English,35,Female,JR85289,Dual MBA,Computer Science,Tier 1,5,12,2009,24,34,Married,3,SSE,Enterprise,Engineering,12,YearsOfExperince,72.51
19865,Hamp,English,33,Male,JR89890,B.Tech,Computer Science,Tier 1,8,10,2011,9,18,Married,3,EM,Startup,Product,15,DegreeBranch,89.12
15542,Jean,Hindi,26,Male,JR85289,B.Tech,Artificial Intelligence,Tier 1,8,3,2018,23,30,Single,1,SSE,Enterprise,Engineering,5,CurrentCompanyType,73.8
23498,Jordan,Hindi,36,Female,JR88873,MS,Electronics,Tier 2,7,10,2011,24,32,Married,1,EM,Startup,Design,19,YearsOfExperince,93.35
3290,June,Hindi,24,Male,JR87525,Dual M.Tech,Information Technology,Tier 2,7,1,2020,17,21,Single,4,DS,MidSized,Design,19,DegreeBranch,92.91
10277,Lenard,English,26,Female,JR85289,Dual MBA,Electrical,Tier 3,7,3,2018,12,17,Married,1,DE,Startup,Design,17,,74.16
19406,Lum,English,35,Male,JR85289,BCA,Information Technology,Tier 1,5,12,2009,16,21,Married,1,BA,Enterprise,Engineering,20,,37.8
11611,Lyle,English,28,Male,JR88873,BCA,Computer Science,Tier 1,9,5,2016,15,23,Married,4,DE,Startup,Engineering,8,LatestDegreeCGPA,68.91
2584,Mahlon,Hindi,25,Male,JR85289,B.Tech,Electronics,Tier 3,7,2,2019,21,25,Married,5,BA,Startup,Design,7,EmpScore,94.39
17029,Mason,English,38,Female,JR87525,M.Tech,Electrical,Tier 2,7,12,2009,28,34,Married,5,DS,Startup,Engineering,6,Gender,91.53
20494,Mat,Hindi,29,Male,JR85289,B.Tech,Computer Science,Tier 3,5,6,2015,28,37,Single,3,DS,Enterprise,Engineering,18,,40.56
5218,Pierre,English,34,Male,JR85289,B.Tech,Artificial Intelligence,Tier 2,7,11,2010,11,17,Married,3,SDE,Startup,Engineering,4,YearsOfExperince,91.42
5444,Price,English,35,Other,JR85289,MS,Computer Science,Tier 2,6,9,2012,13,17,Married,1,SSE,Startup,Customer Success,7,,34.22
19302,Rodney,English,34,Male,JR87525,B.Tech,Computer Science,Tier 2,7,11,2010,19,25,Married,4,EM,MidSized,Design,16,YearsOfExperince,86.63
16088,Rubin,English,32,Male,JR87525,B.Tech,Computer Science,Tier 2,7,9,2012,27,31,Married,3,SSE,MidSized,Engineering,13,DegreeBranch,87.67
19803,Theo,English,31,Male,JR89890,BCA,Electrical,Tier 2,5,8,2013,12,16,Single,4,SSE,Enterprise,Design,18,CurrentCompanyType,69
6411,Watt,English,32,Male,JR87525,B.Tech,Computer Science,Tier 2,7,9,2012,22,27,Single,2,SDE,Enterprise,Design,9,,36.41
10383,Wyatt,English,39,Other,JR88873,PhD,Computer Science,Tier 1,7,9,2012,20,28,Single,4,SSE,Startup,Customer Success,14,,59.98
14136,Albin,English,27,Female,JR85289,B.Tech,Computer Science,Tier 2,9,4,2017,22,30,Married,4,DS,MidSized,Engineering,17,Gender,76.69
4810,Aloysius,English,25,Other,JR81165,Dual MBA,Computer Science,Tier 2,9,2,2019,26,32,Single,3,SSE,Startup,Engineering,18,LatestDegreeCGPA,50.95
16774,Benton,English,28,Male,JR88873,Dual MBA,Artificial Intelligence,Tier 2,8,5,2016,6,10,Married,3,BA,Enterprise,Engineering,7,,59.78
16429,Bernie,English,25,Other,JR88873,B.Tech,Electrical and Electronics,Tier 2,7,2,2019,30,34,Married,4,SDE,Startup,Finance,13,,34.41
4243,Bishop,Hindi,37,Male,JR88879,MS,Artificial Intelligence,Tier 1,4,11,2010,16,20,Single,3,SDE,Enterprise,Engineering,17,,39.35
19947,Cornelious,Hindi,29,Male,JR88654,BCA,Computer Science,Tier 1,7,6,2015,6,14,Single,3,SDE,Startup,Design,6,DegreeBranch,86.28
3299,Coy,English,27,Female,JR85289,B.Tech,Artificial Intelligence,Tier 2,8,4,2017,7,15,Married,3,SSE,Startup,Customer Success,11,Gender,84.05
9201,Dexter,Hindi,25,Male,JR85289,B.Tech,Artificial Intelligence,Tier 1,8,2,2019,20,29,Married,3,SSE,Startup,Design,6,MartialStatus,79.64
6295,Drew,Hindi,25,Other,JR88873,BCA,Computer Science,Tier 1,7,2,2019,28,33,Married,4,SDE,Enterprise,Design,20,,39.82
6891,Emmitt,Hindi,27,Male,JR88873,BCA,Artificial Intelligence,Tier 2,7,4,2017,19,24,Married,5,SDE,Startup,Engineering,9,EmpScore,90.84
17357,Ezekiel,English,34,Female,JR85289,BCA,Electronics,Tier 1,7,11,2010,30,38,Single,3,SDE,MidSized,Engineering,9,,68.45
14838,Finis,Native,24,Female,JR85289,B.Tech,Electrical and Electronics,Tier 1,8,1,2020,25,35,Single,4,DS,Startup,Design,20,Gender,89.05
4079,Furman,English,36,Male,JR87525,M.Tech,Electrical,Tier 3,7,10,2011,17,27,Married,1,DS,Startup,Engineering,20,YearsOfExperince,90.79
6129,Howell,English,35,Female,JR87525,Dual M.Tech,Computer Science,Tier 1,7,12,2009,16,26,Married,4,SDE,Enterprise,Customer Success,12,CurrentCompanyType,66.39
15640,Issac,Hindi,30,Male,JR89890,Dual M.Tech,Computer Science,Tier 1,8,7,2014,23,27,Married,3,DS,Enterprise,Engineering,13,,54.59
21886,Johnson,Native,32,Male,JR88879,B.Tech,Artificial Intelligence,Tier 1,6,9,2012,8,16,Married,1,SSE,Startup,Design,15,,72.08
15913,Jones,Hindi,33,Male,JR79193,B.Tech,Artificial Intelligence,Tier 1,5,10,2011,12,16,Married,5,SSE,Startup,Finance,9,YearsOfExperince,85.45
18409,Lacy,English,24,Male,JR85289,B.Tech,Artificial Intelligence,Tier 1,7,1,2020,12,22,Single,3,SSE,Startup,Customer Success,6,,84.95
19510,Llewellyn,Hindi,30,Female,JR87525,B.Tech,Artificial Intelligence,Tier 2,7,7,2014,24,30,Married,1,SDE,MidSized,Engineering,4,,85.83
21865,Manley,English,26,Male,JR89890,B.Tech,Information Technology,Tier 3,8,3,2018,26,36,Married,4,SSE,Enterprise,Customer Success,13,DegreeBranch,94.29
14353,Odie,English,29,Male,JR85289,B.Tech,Computer Science,Tier 1,7,6,2015,24,32,Married,3,SSE,Enterprise,Customer Success,5,CurrentCompanyType,66.01
12755,Olin,Hindi,28,Female,JR87525,B.Tech,Electronics,Tier 1,4,5,2016,20,25,Married,1,SSE,Startup,Customer Success,5,,72.48
3229,Omar,Hindi,24,Male,JR88873,B.Tech,Electronics,Tier 3,7,1,2020,20,24,Single,4,EM,Startup,Design,7,EmpScore,93.2
20038,Oswald,Hindi,25,Other,JR85289,Dual M.Tech,Information Technology,Tier 1,10,2,2019,17,27,Married,3,SSE,Enterprise,Customer Success,11,CurrentCompanyType,67
3184,Paris,Hindi,30,Other,JR88873,MCA,Electronics,Tier 3,7,4,2017,9,17,Single,3,SDE,MidSized,Customer Success,14,,54.23
6818,Pinkney,English,36,Female,JR79193,M.Tech,Information Technology,Tier 2,8,10,2011,6,14,Single,4,SDE,Startup,Engineering,18,Gender,71.37
9308,Quincy,Native,31,Male,JR85289,BCA,Information Technology,Tier 2,7,8,2013,29,36,Married,1,EM,Enterprise,Finance,10,,33.6
17245,Richmond,English,32,Male,JR85289,PhD,Computer Science,Tier 1,8,2,2019,15,20,Married,3,BA,Startup,Product,9,DegreeBranch,73.54
19470,Rupert,Native,33,Male,JR85289,B.Tech,Artificial Intelligence,Tier 2,8,10,2011,25,34,Married,4,SDE,Enterprise,Product,6,YearsOfExperince,92.47
6335,Shirley,English,31,Other,JR85289,MS,Computer Science,Tier 3,10,5,2016,13,17,Married,3,DS,Startup,Design,12,LatestDegreeCGPA,52.37
6862,Sid,English,34,Male,JR88879,Dual M.Tech,Electronics,Tier 2,9,11,2010,12,20,Single,3,DE,Startup,Finance,14,YearsOfExperince,92.85
20132,Tim,Hindi,31,Male,JR89890,M.Tech,Electronics,Tier 3,8,5,2016,7,13,Married,3,SDE,Startup,Engineering,18,MartialStatus,77.42
23038,Volney,Hindi,33,Male,JR85289,BCA,Artificial Intelligence,Tier 2,8,10,2011,6,15,Married,3,SDE,Startup,Design,16,MartialStatus,91.94
21192,Webb,English,29,Male,JR85289,BCA,Information Technology,Tier 2,6,6,2015,23,33,Married,5,BA,MidSized,Finance,12,DegreeBranch,92.61
7455,West,English,32,Other,JR87525,B.Tech,Information Technology,Tier 1,7,9,2012,27,34,Married,4,SDE,Startup,Product,7,,40.34
5283,Abel,English,25,Male,JR87525,BCA,Information Technology,Tier 2,7,2,2019,15,20,Married,4,SDE,Startup,Engineering,9,DegreeBranch,81.88
9055,Alma,Hindi,32,Female,JR87525,Dual M.Tech,Information Technology,Tier 2,5,9,2012,17,25,Single,4,SSE,Startup,Engineering,4,,66.49
20832,Alonza,English,24,Female,JR88873,B.Tech,Computer Science,Tier 2,7,1,2020,12,19,Single,4,DA,Enterprise,Engineering,20,Gender,77.92
8994,Berton,English,29,Male,JR89890,Dual M.Tech,Computer Science,Tier 1,8,6,2015,9,16,Married,3,EM,Enterprise,Design,4,DegreeBranch,70.1
21127,Dillard,English,31,Male,JR89890,MS,Electronics,Tier 3,8,5,2016,17,24,Single,3,EM,Enterprise,Design,12,CurrentCompanyType,65.71
22527,Early,Hindi,25,Female,JR87525,B.Tech,Computer Science,Tier 3,7,2,2019,15,19,Married,5,BA,Startup,Engineering,8,Gender,79.25
21197,Ephraim,English,35,Male,JR88873,M.Tech,Electrical,Tier 2,5,9,2012,8,14,Single,1,SDE,Startup,Product,9,,69.57
19682,Ephriam,English,31,Male,JR88879,MS,Electrical,Tier 2,5,5,2016,16,25,Married,4,EM,MidSized,Engineering,8,HighestDegree,90.92
12546,Evert,English,35,Male,JR88873,B.Tech,Computer Science,Tier 1,10,12,2009,14,21,Single,4,DS,Startup,Customer Success,9,YearsOfExperince,88.54
4381,Gary,English,27,Female,JR88873,B.Tech,Information Technology,Tier 2,5,4,2017,8,14,Married,2,SSE,MidSized,Engineering,4,DegreeBranch,78.36
24069,Gaston,English,29,Female,JR87525,M.Tech,Information Technology,Tier 3,9,3,2018,26,30,Married,5,DS,Startup,Customer Success,9,LatestDegreeCGPA,66.19
23600,Hosea,Hindi,32,Other,JR87525,B.Tech,Computer Science,Tier 1,7,9,2012,11,18,Married,3,DS,Startup,Engineering,8,DegreeBranch,74.49
9157,Hunter,Native,25,Female,JR88879,BCA,Electronics,Tier 2,7,2,2019,9,13,Married,3,SSE,MidSized,Design,6,Gender,91.42
16358,Kirk,Hindi,31,Other,JR88879,B.Tech,Electrical,Tier 2,8,8,2013,6,12,Single,4,BA,Startup,Design,6,,52
18418,Linus,English,32,Other,JR87525,B.Tech,Information Technology,Tier 2,8,9,2012,11,16,Married,2,SDE,Enterprise,Engineering,19,,33.58
7846,Lonzo,Native,34,Male,JR85289,BCA,Information Technology,Tier 3,6,11,2010,9,19,Married,3,SDE,MidSized,Design,18,DegreeBranch,71.53
22127,Lou,English,36,Male,JR85289,PhD,Computer Science,Tier 1,6,6,2015,17,27,Married,3,SEM,MidSized,Engineering,5,DegreeBranch,70.42
17708,Lowell,English,34,Male,JR87525,M.Tech,Electrical,Tier 1,8,8,2013,27,34,Married,3,SDE,Enterprise,Engineering,10,CurrentCompanyType,63.12
13818,Martha,Hindi,30,Male,JR85289,BCA,Computer Science,Tier 1,7,7,2014,9,13,Single,5,EM,MidSized,Customer Success,8,DegreeBranch,83.14
21427,Merrill,English,28,Male,JR88879,B.Tech,Artificial Intelligence,Tier 2,6,5,2016,18,22,Married,4,SDE,Enterprise,Design,6,CurrentCompanyType,73.3
9074,Miguel,Hindi,28,Female,JR88873,B.Tech,Information Technology,Tier 3,4,5,2016,22,31,Married,3,SDE,Startup,Design,18,Gender,72.65
13583,Minnie,English,26,Male,JR87525,B.Tech,Computer Science,Tier 1,7,3,2018,13,23,Married,4,SDE,Enterprise,Customer Success,16,,39.06
17930,Mitchel,English,30,Other,JR87525,B.Tech,Computer Science,Tier 2,7,7,2014,28,37,Married,5,SDE,Startup,Engineering,20,,53.58
22182,Noel,English,35,Male,JR87525,B.Tech,Artificial Intelligence,Tier 3,8,12,2009,17,25,Married,3,SDE,MidSized,Engineering,9,YearsOfExperince,73.96
5113,Norris,Hindi,32,Male,JR88873,MS,Computer Science,Tier 3,8,6,2015,17,21,Married,5,EM,MidSized,Engineering,11,HighestDegree,86.09
8132,Otha,English,27,Male,JR85289,M.Tech,Electronics,Tier 1,8,1,2020,23,28,Married,3,SSE,Startup,Engineering,19,MartialStatus,76.45
5976,Perley,Hindi,29,Male,JR85289,M.Tech,Information Technology,Tier 1,9,3,2018,7,14,Married,4,DS,Startup,Design,19,DegreeBranch,94.17
21747,Reinhold,Hindi,35,Other,JR89890,B.Tech,Information Technology,Tier 2,9,12,2009,25,29,Married,3,DS,MidSized,Design,4,LatestDegreeCGPA,50.72
10959,Rush,English,24,Male,JR85289,B.Tech,Information Technology,Tier 2,7,1,2020,27,37,Married,5,EM,Startup,Engineering,13,DegreeBranch,94.07
24324,Samual,English,34,Female,JR85289,B.Tech,Information Technology,Tier 1,9,11,2010,26,35,Married,3,SSE,Enterprise,Design,12,Gender,89.39
12315,Sanders,English,25,Other,JR85289,B.Tech,Information Technology,Tier 3,6,2,2019,6,14,Married,2,SDE,Startup,Design,4,DegreeBranch,73.63
20350,Sebastian,Native,25,Male,JR87525,Dual M.Tech,Computer Science,Tier 1,7,2,2019,21,29,Married,3,DS,Enterprise,Design,6,,56.02
11062,Seymour,English,35,Male,JR85289,Dual M.Tech,Information Technology,Tier 2,5,12,2009,23,27,Married,5,SDE,Enterprise,Design,15,YearsOfExperince,92.87
23511,Shelton,English,24,Male,JR89890,B.Tech,Information Technology,Tier 1,7,1,2020,20,25,Married,3,BA,MidSized,Engineering,16,DegreeBranch,73.79
5543,Squire,English,37,Male,JR89890,M.Tech,Artificial Intelligence,Tier 1,8,11,2010,29,33,Married,3,SDE,Startup,Design,5,MartialStatus,81.3
18835,Stuart,Native,29,Female,JR88873,BCA,Computer Science,Tier 2,7,6,2015,21,25,Married,3,SSE,Startup,Engineering,12,Gender,93.43
2844,Sydney,English,34,Male,JR88873,M.Tech,Information Technology,Tier 1,7,8,2013,24,31,Single,5,DS,Enterprise,Engineering,9,DegreeBranch,93.05
